genre,category,title,year,distribution,description,url,cover_photo
Animation,Hollywood,The Good Dinosaur,2015,BluRay,"In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend.",https://fzmovies.net/movie-The%20Good%20Dinosaur--hmp4.htm,https://fzmovies.net/imdb_images/The%20Good%20Dinosaur.jpg
Family,Hollywood,Kung Fu Panda 2,2011,BluRay,"In the Valley of Peace, Po Ping is revelling in his fulfilled dreams as he serves as the fabled Dragon Warrior protecting his home with his heroes now his closest friends. However, Po and company learn that the murderous Lord Shen of Gongman City is threatening the land with a fearsome new weapon that could mean the end of kung fu. They attempt to stop him, but the panda is burdened with crippling memory flashbacks linked to this villain. Now with China in the balance, Po must learn about his past and find true inner peace against all opposition. ...<more>",https://fzmovies.net/movie-Kung%20Fu%20Panda%202--hmp4.htm,https://fzmovies.net/imdb_images/Kung%20Fu%20Panda%202.jpg
Biography,Hollywood,The Wizard of Lies 2017,2017,BluRay,"A chronicle of Bernie Madoff's Ponzi scheme, which defrauded his clients of billions of dollars.",https://fzmovies.net/movie-The%20Wizard%20of%20Lies%202017--hmp4.htm,https://fzmovies.net/imdb_images/The.Wizard.of.Lies.2017.jpg
Crime,Hollywood,Java Heat,2012,BluRay,An American in Indonesia teams up with a Muslim cop to track down a terrorist.,https://fzmovies.net/movie-Java%20Heat--hmp4.htm,https://fzmovies.net/imdb_images/Java%20Heat.jpg
Action,Hollywood,Extraction 2020,2020,WEB-DL,"In an underworld of weapons dealers and traffickers, a young boy becomes the pawn in a war between notorious drug lords. Trapped by kidnappers inside one of the world's most impenetrable cities, his rescue beckons the unparalleled skill of a mercenary named Tyler Rake, but Rake is a broken man with…...<more>",https://fzmovies.net/movie-Extraction%202020--hmp4.htm,https://fzmovies.net/imdb_images/Extraction.2020.jpg
Adventure,Hollywood,The Twilight Saga - Breaking Dawn - Part 1,2011,BluRay,"The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.",https://fzmovies.net/movie-The%20Twilight%20Saga%20-%20Breaking%20Dawn%20-%20Part%201--hmp4.htm,https://fzmovies.net/imdb_images/The%20Twilight%20Saga:%20Breaking%20Dawn%20-%20Part%201.jpg
Adventure,Hollywood,The Great Wall 2016,2016,BluRay,"When a mercenary warrior (Matt Damon) is imprisoned within the Great Wall, he discovers the mystery behind one of the greatest wonders of the world. As wave after wave of marauding beasts ......<more>",https://fzmovies.net/movie-The%20Great%20Wall%202016--hmp4.htm,https://fzmovies.net/imdb_images/The.Great.Wall.2016.jpg
Comedy,Hollywood,The Dictator,2012,BluRay,"Haffaz Alladeen is the bizarre dictator of the oil-rich African nation of Wadiya. Alladeen is as egotistical and ruthless as dictators come, executing anyone who disagrees with him by using his signature ""head chop"" signal. Alladeen is summoned by the UN to address their concerns about his nuclear program. ...<more>",https://fzmovies.net/movie-The%20Dictator--hmp4.htm,https://fzmovies.net/imdb_images/The%20Dictator.jpg
Drama,Hollywood,Straight Outta Compton,2015,BluRay,"The group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood....<more>",https://fzmovies.net/movie-Straight%20Outta%20Compton--hmp4.htm,https://fzmovies.net/imdb_images/Straight.Outta.Compton.jpg
Crime,Hollywood,Gridiron Gang,2006,BluRay,"Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together.",https://fzmovies.net/movie-Gridiron%20Gang--hmp4.htm,https://fzmovies.net/imdb_images/Gridiron.Gang.2006.jpg
Crime,Hollywood,Sherlock The Abominable Bride,2016,BluRay,Sherlock Holmes and Dr. Watson find themselves in 1890s London in this holiday special.,https://fzmovies.net/movie-Sherlock%20The%20Abominable%20Bride--hmp4.htm,https://fzmovies.net/imdb_images/Sherlock.The.Abominable.Bride.2016.jpg
Adventure,Hollywood,Despicable Me 3 2017,2017,BluRay,"Gru meets his long-lost charming, cheerful, and more successful twin brother Dru who wants to team up with him for one last criminal heist.",https://fzmovies.net/movie-Despicable%20Me%203%202017--hmp4.htm,https://fzmovies.net/imdb_images/Despicable.Me.3.2017.jpg
Drama,Hollywood,The Northman,2022,BluRay,"From visionary director Robert Eggers comes The Northman, an action-filled epic that follows a young Viking prince on his quest to avenge his father's murder.Tags : viking | revenge...<more>",https://fzmovies.net/movie-The%20Northman--hmp4.htm,https://fzmovies.net/imdb_images/The.Northman.2022.jpg
Drama,Hollywood,Crazy Stupid Love,2011,BluRay,"Cal (Steve Carell) and Emily (Julianne Moore) have the perfect life together living the American dream... until Emily asks for a divorce. Now Cal, Mr Husband, has to navigate the single scene with a little help from his professional bachelor friend Jacob Palmer (Ryan Gosling). Make that a lot of help... ...<more>",https://fzmovies.net/movie-Crazy%20Stupid%20Love--hmp4.htm,https://fzmovies.net/imdb_images/Crazy%20Stupid%20Love.jpg
Romance,Hollywood,The Lovebirds,2020,BluRay,"A couple (Issa Rae and Kumail Nanjiani) experiences a defining moment in their relationship when they are unintentionally embroiled in a murder mystery. As their journey to clear their names takes them from one extreme - and hilarious - circumstance to the next, they must figure out how they, and…Tags : bicycle | murder...<more>",https://fzmovies.net/movie-The%20Lovebirds--hmp4.htm,https://fzmovies.net/imdb_images/The.Lovebirds.2020.jpg
Family,Hollywood,Kung Fu Panda 4,2024,BluRay,"After Po is tapped to become the Spiritual Leader of the Valley of Peace, he needs to find and train a new Dragon Warrior, while a wicked sorceress plans to re-summon all the master villains whom Po has vanquished to the spirit re...Tags : kung fu | sequel...<more>",https://fzmovies.net/movie-Kung%20Fu%20Panda%204--hmp4.htm,https://fzmovies.net/imdb_images/Kung.Fu.Panda.4.2024.jpg
Romance,Hollywood,Love Dont Cost A Thing,2003,HDRip,"Highschool loser (Cannon) pays a cheerleader (Milian) to pose as his girlfriend so he can be considered cool. Remake of 1987' Can't Buy Me Love, starring Patrick Dempsey....<more>",https://fzmovies.net/movie-Love%20Dont%20Cost%20A%20Thing--hmp4.htm,https://fzmovies.net/imdb_images/Love%20Dont%20Cost%20A%20Thing.jpg
Horror,Hollywood,The Conjuring 3 The Devil Made Me Do It,2021,BRRip,"A chilling story of terror, murder and unknown evil that shocked even experienced real-life paranormal investigators Ed and Lorraine Warren. One of the most sensational cases from their files, it starts with a fight for the soul of a young boy, then takes them beyond anything they'd ever seen…Tags : demon...<more>",https://fzmovies.net/movie-The%20Conjuring%203%20The%20Devil%20Made%20Me%20Do%20It--hmp4.htm,https://fzmovies.net/imdb_images/The.Conjuring.The.Devil.Made.Me.Do.It.2021.jpg
Drama,Hollywood,Ghost in the Shell 2017,2017,BluRay,"In the near future, Major is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals. ...<more>",https://fzmovies.net/movie-Ghost%20in%20the%20Shell%202017--hmp4.htm,https://fzmovies.net/imdb_images/Ghost.in.the.Shell.2017.jpg
Comedy,Hollywood,American Reunion,2012,BluRay,"Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion.",https://fzmovies.net/movie-American%20Reunion--hmp4.htm,https://fzmovies.net/imdb_images/American%20Reunion.jpg
Family,Hollywood,Let It Shine,2011,BluRay,"Based on the story of Cyrano de Bergerac, an awkward man speaks through another to the girl he loves. She falls for the words i.e. the lyrics.",https://fzmovies.net/movie-Let%20It%20Shine--hmp4.htm,https://fzmovies.net/imdb_images/Let%20It%20Shine.jpg
Adventure,Hollywood,Spider Man Homecoming 2017,2017,BluRay,"Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in New York City while fighting crime as his superhero alter ego Spider-Man when a new threat emerges....<more>",https://fzmovies.net/movie-Spider%20Man%20Homecoming%202017--hmp4.htm,https://fzmovies.net/imdb_images/Spider-Man.Homecoming.(2017).jpg
Adventure,Hollywood,The Amazing Spider-Man in English,2012,BluRay,"Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. Peter is also finding his way with his first high school crush, Gwen Stacy, and together, they struggle with love, commitment, and secrets. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance - leading him directly to Oscorp and the lab of Dr Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter-ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero. ...<more>",https://fzmovies.net/movie-The%20Amazing%20Spider-Man%20in%20English--hmp4.htm,https://fzmovies.net/imdb_images/The%20Amazing%20Spider-Man%20in%20English.jpg
Crime,Hollywood,Gotti 2018,2018,BluRay,Tags : funeral | betrayal | loyalty...<more>,https://fzmovies.net/movie-Gotti%202018--hmp4.htm,https://fzmovies.net/imdb_images/Gotti.2018.jpg
Family,Hollywood,Beauty and the Beast 2017,2017,BluRay,An adaptation of the fairy tale about a monstrous-looking prince and a young woman who fall in love.,https://fzmovies.net/movie-Beauty%20and%20the%20Beast%202017--hmp4.htm,https://fzmovies.net/imdb_images/Beauty.And.The.Beast.2017.jpg
Comedy,Hollywood,Kung Fu Panda 2,2011,BluRay,"In the Valley of Peace, Po Ping is revelling in his fulfilled dreams as he serves as the fabled Dragon Warrior protecting his home with his heroes now his closest friends. However, Po and company learn that the murderous Lord Shen of Gongman City is threatening the land with a fearsome new weapon that could mean the end of kung fu. They attempt to stop him, but the panda is burdened with crippling memory flashbacks linked to this villain. Now with China in the balance, Po must learn about his past and find true inner peace against all opposition. ...<more>",https://fzmovies.net/movie-Kung%20Fu%20Panda%202--hmp4.htm,https://fzmovies.net/imdb_images/Kung%20Fu%20Panda%202.jpg
Crime,Hollywood,From Dusk Till Dawn,1996,BluRay,"Two criminals and their hostages unknowingly seek temporary refuge in an establishment populated by vampires, with chaotic results.",https://fzmovies.net/movie-From%20Dusk%20Till%20Dawn--hmp4.htm,https://fzmovies.net/imdb_images/From.Dusk.Till.Dawn.1996.jpg
Crime,Hollywood,Emily the Criminal,2022,BluRay,"Down on her luck and saddled with debt, Emily gets involved in a credit card scam that pulls her into the criminal underworld of Los Angeles, ultimately leading to deadly consequences....<more>",https://fzmovies.net/movie-Emily%20the%20Criminal--hmp4.htm,https://fzmovies.net/imdb_images/Emily.the.Criminal.2022.jpg
Biography,Hollywood,The Other Boleyn Girl,2008,BluRay,"A sumptuous and sensual tale of intrigue, romance and betrayal set against the backdrop of a defining moment in European history: two beautiful sisters, Anne and Mary Boleyn, driven by their family's blind ambition, compete for the love of the handsome and passionate King Henry VIII. ...<more>",https://fzmovies.net/movie-The%20Other%20Boleyn%20Girl--hmp4.htm,https://fzmovies.net/imdb_images/The%20Other%20Boleyn%20Girl.jpg
Comedy,Hollywood,Ted,2012,BluRay,"John makes a Christmas miracle happen by bringing his one and only friend to life, his teddy bear. The two grow up together and John must then choose to stay with his girlfriend or keep his friendship with his crude and extremely inappropriate teddy bear, Ted. ...<more>",https://fzmovies.net/movie-Ted--hmp4.htm,https://fzmovies.net/imdb_images/Ted.jpg
Animation,Hollywood,Green Lantern Emerald Knights,2011,BluRay,"As the home planet of the Green Lantern Corps faces a battle with an ancient enemy, Hal Jordan prepares new recruit Arisia for the coming conflict by relating stories of the first Green Lantern and several of Hal's comrades....<more>",https://fzmovies.net/movie-Green%20Lantern%20Emerald%20Knights--hmp4.htm,https://fzmovies.net/imdb_images/Green.Lantern.Emerald.Knights.2011.jpg
Comedy,Hollywood,Bad Boys II,2003,BluRay,"Narcotics cops Mike Lowrey and Marcus Bennett head up a task force investigating the flow of ecstasy into Miami. Their search leads to a dangerous kingpin, whose plan to control the city's drug traffic has touched off an underground war. Meanwhile, things get sexy between Mike and Syd, Marcus's sister. ...<more>",https://fzmovies.net/movie-Bad%20Boys%20II--hmp4.htm,https://fzmovies.net/imdb_images/Bad%20Boys%20II.jpg
Animation,Hollywood,Toy Story,1995,BluRay,"A little boy named Andy loves to be in his room, playing with his toys, especially his doll named ""Woody"". But, what do the toys do when Andy is not with them, they come to life. Woody believes that he has life (as a toy) good. However, he must worry about Andy's family moving, and what Woody does not know is about Andy's birthday party. Woody does not realize that Andy's mother gave him an action figure known as Buzz Lightyear, who does not believe that he is a toy, and quickly becomes Andy's new favorite toy. Woody, who is now consumed with jealousy, tries to get rid of Buzz. Then, both Woody and Buzz are now lost. They must find a way to get back to Andy before he moves without them, but they will have to pass through a ruthless toy killer, Sid Phillips. ...<more>",https://fzmovies.net/movie-Toy%20Story--hmp4.htm,https://fzmovies.net/imdb_images/Toy%20Story.jpg
Animation,Hollywood,Toy Story 2,1999,BluRay,"While Andy is away at summer camp Woody has been toynapped by Al McWiggin, a greedy collector and proprietor of ""Al's Toy Barn""! In this all-out rescue mission, Buzz and his friends Mr. Potato Head, Slinky Dog, Rex and Hamm springs into action to rescue Woody from winding up as a museum piece. They must find a way to save him before he gets sold in Japan forever and they'll never see him again! ...<more>",https://fzmovies.net/movie-Toy%20Story%202--hmp4.htm,https://fzmovies.net/imdb_images/Toy%20Story%202.jpg
Family,Hollywood,TANGLED,2010,BluRay,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is....<more>",https://fzmovies.net/movie-TANGLED--hmp4.htm,https://fzmovies.net/imdb_images/TANGLED.jpg
Action,Hollywood,The Rangers Bloodstone,2021,WEB-DL,"Fueled by determination and love, Elite Ranger Drustan Lorne embarks on a journey to rescue his captured daughter and save Adrasil from the forces of darkness.Tags : rescue...<more>",https://fzmovies.net/movie-The%20Rangers%20Bloodstone--hmp4.htm,https://fzmovies.net/imdb_images/The.Rangers.Bloodstone.2021.jpg
Crime,Hollywood,Breaking the Girls,2013,BluRay,"Sara, a college student who was slandered by a classmate, finds herself framed for murder by Alex, who initially proposed the perfect, untraceable crime....<more>",https://fzmovies.net/movie-Breaking%20the%20Girls--hmp4.htm,https://fzmovies.net/imdb_images/Breaking%20the%20Girls.jpg
Horror,Hollywood,Wrong Turn 2 - Dead End,2007,BluRay,Retired military commander Colonel Dale Murphy hosts the simulated post-apocalyptic reality show where participants are challenged to survive a remote West Virginia wasteland. But the show turns into a nightmarish showdown when each realizes they are being hunted by an inbred family of cannibals determined to make them all dinner! ...<more>,https://fzmovies.net/movie-Wrong%20Turn%202%20-%20Dead%20End--hmp4.htm,https://fzmovies.net/imdb_images/Wrong%20Turn%202:%20Dead%20End.jpg
Action,Hollywood,Bloodshot 2020,2020,BluRay,"Ray Garrison, an elite soldier who was killed in battle, is brought back to life by an advanced technology that gives him the ability of super human strength and fast healing. With his new abilities, he goes after the man who killed his wife, or at least, who he believes killed his wife. He soon…Tags : superhero...<more>",https://fzmovies.net/movie-Bloodshot%202020--hmp4.htm,https://fzmovies.net/imdb_images/Bloodshot.2020.jpg
Crime,Hollywood,Destroyer 2018,2018,BluRay,"Destroyer follows the moral and existential odyssey of LAPD detective Erin Bell who, as a young cop, was placed undercover with a gang in the California desert with tragic results. When the leader of that gang re-emerges many years later, she must work her way back through the remaining members and…...<more>",https://fzmovies.net/movie-Destroyer%202018--hmp4.htm,https://fzmovies.net/imdb_images/Destroyer.2019.jpg
Romance,Hollywood,A Star Is Born 2018,2018,BluRay,"Seasoned musician Jackson Maine (Bradley Cooper) discovers-and falls in love with-struggling artist Ally (Gaga). She has just about given up on her dream to make it big as a singer - until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their…...<more>",https://fzmovies.net/movie-A%20Star%20Is%20Born%202018--hmp4.htm,https://fzmovies.net/imdb_images/A.Star.Is.Born.2018.jpg
Comedy,Hollywood,The Angry Birds Movie 2,2019,BluRay,The flightless birds and scheming green pigs take their beef to the next level. Tags : sequel...<more>,https://fzmovies.net/movie-The%20Angry%20Birds%20Movie%202--hmp4.htm,https://fzmovies.net/imdb_images/The.Angry.Birds.Movie.2.2019.jpg
Comedy,Hollywood,Spider Man Across the Spider Verse,2023,BluRay,"Miles Morales catapults across the Multiverse, where he encounters a team of Spider-People charged with protecting its very existence. When the heroes clash on how to handle a new threat, Miles must redefine what it means to be a ...Tags : marvel comics | based on comic | second part | superhero...<more>",https://fzmovies.net/movie-Spider%20Man%20Across%20the%20Spider%20Verse--hmp4.htm,https://fzmovies.net/imdb_images/Spider.Man.Across.the.Spider.Verse.2023.jpg
Romance,Hollywood,American Pie 2,2001,BluRay,The continuing bawdy adventures of a group of friends reuniting after their first year of college.,https://fzmovies.net/movie-American%20Pie%202--hmp4.htm,https://fzmovies.net/imdb_images/American%20Pie%202.jpg
Horror,Hollywood,Resident Evil The Final Chapter 2016,2016,BluRay,"Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse. ...<more>",https://fzmovies.net/movie-Resident%20Evil%20The%20Final%20Chapter%202016--hmp4.htm,https://fzmovies.net/imdb_images/Resident.Evil-The.Final.Chapter.2017.jpg
Horror,Hollywood,A Quiet Place Day One,2024,BluRay,A woman named Sam finds herself trapped in New York City during the early stages of an invasion by alien creatures with ultra-sensitive hearing,https://fzmovies.net/movie-A%20Quiet%20Place%20Day%20One--hmp4.htm,https://fzmovies.net/imdb_images/A.Quiet.Place.Day.One.2024.jpg
Comedy,Hollywood,Trolls World Tour,2020,BluRay,"Poppy and Branch discover that they are but one of six different Troll tribes scattered over six different lands devoted to six different kinds of music: Funk, Country, Techno, Classical, Pop and Rock. Their world is about to get a lot bigger and a whole lot louder. A member of hard-rock royalty,…Tags : sequel | dancing | singing...<more>",https://fzmovies.net/movie-Trolls%20World%20Tour--hmp4.htm,https://fzmovies.net/imdb_images/Trolls.World.Tour.2020.jpg
Family,Hollywood,Brave,2012,BluRay,"Set in Scotland in a rugged and mythical time, ""Brave"" features Merida, an aspiring archer and impetuous daughter of royalty. Merida makes a reckless choice that unleashes unintended peril and forces her to spring into action to set things right. ...<more>",https://fzmovies.net/movie-Brave--hmp4.htm,https://fzmovies.net/imdb_images/Brave.jpg
Horror,Hollywood,Goosebumps 2 Haunted Halloween,2018,BluRay,Two young friends find a magic book that brings a ventriloquist's dummy to life.Tags : halloween | sequel...<more>,https://fzmovies.net/movie-Goosebumps%202%20Haunted%20Halloween--hmp4.htm,https://fzmovies.net/imdb_images/Goosebumps.2.Haunted.Halloween.2018.jpg
Biography,Hollywood,Shooting Stars,2023,WEBRip,A look at the young life of basketball star LeBron James. Feature film adaptation of LeBron James and Buzz Bissinger's book 'Shooting Stars'.Tags : school | basketball...<more>,https://fzmovies.net/movie-Shooting%20Stars--hmp4.htm,https://fzmovies.net/imdb_images/Shooting.Stars.2023.jpg
Comedy,Hollywood,The Hustle,2019,BluRay,"Anne Hathaway and Rebel Wilson star as female scam artists, one low rent and the other high class, who team up to take down the men who have wronged them. ...<more>",https://fzmovies.net/movie-The%20Hustle--hmp4.htm,https://fzmovies.net/imdb_images/The.Hustle.2019.jpg
Family,Hollywood,Hotel Transylvania,2012,BluRay,"Welcome to the Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up, free to be the monsters they are without humans to bother them. On one special weekend, Dracula has invited some of the world's most famous monsters - Frankenstein and his wife, the Mummy, the Invisible Man, a family of werewolves, and more - to celebrate his daughter Mavis' 118th birthday. For Drac, catering to all of these legendary monsters is no problem - but his world could come crashing down when a human stumbles on the hotel for the first time and takes a shine to Mavis. ...<more>",https://fzmovies.net/movie-Hotel%20Transylvania--hmp4.htm,https://fzmovies.net/imdb_images/Hotel%20Transylvania.jpg
Biography,Hollywood,Megan Leavey 2017,2017,BluRay,Based on the true life story of a young Marine corporal whose unique discipline and bond with her military combat dog saved many lives during their deployment in Iraq....<more>,https://fzmovies.net/movie-Megan%20Leavey%202017--hmp4.htm,https://fzmovies.net/imdb_images/Megan.Leavey.2017.jpg
Animation,Hollywood,Storks,2016,BluRay,"Storks have moved on from delivering babies to packages. But when an order for a baby appears, the best delivery stork must scramble to fix the error by delivering the baby....<more>",https://fzmovies.net/movie-Storks--hmp4.htm,https://fzmovies.net/imdb_images/Storks.2016.jpg
Action,Hollywood,Iron Man 3,2013,BluRay,"Marvel's ""Iron Man 3"" pits brash-but-brilliant industrialist Tony Stark/Iron Man against an enemy whose reach knows no bounds. When Stark finds his personal world destroyed at his enemy's hands, he embarks on a harrowing quest to find those responsible. This journey, at every turn, will test his mettle. With his back against the wall, Stark is left to survive by his own devices, relying on his ingenuity and instincts to protect those closest to him. As he fights his way back, Stark discovers the answer to the question that has secretly haunted him: does the man make the suit or does the suit make the man? ...<more>",https://fzmovies.net/movie-Iron%20Man%203--hmp4.htm,https://fzmovies.net/imdb_images/Iron.Man.3.jpg
Comedy,Hollywood,Rango 2011,2011,BluRay,"Rango is a pet chameleon always on the lookout for action and adventure, except the fake kind, where he directs it and acts in it. After a car accident, he winds up in an old western town called Dirt. What this town needs the most is water, but they also need a hero and a sheriff. The thirsty Rango instantly takes on the role of both and selfishly agrees to take on the case of their missing water....<more>",https://fzmovies.net/movie-Rango%202011--hmp4.htm,https://fzmovies.net/imdb_images/Rango%202011.jpg
Romance,Hollywood,The Wedding Ringer,2015,BluRay,"Two weeks shy of his wedding, a socially awkward guy enters into a charade by hiring the owner of a company that provides best men for grooms in need.",https://fzmovies.net/movie-The%20Wedding%20Ringer--hmp4.htm,https://fzmovies.net/imdb_images/The.Wedding.Ringer.2015.jpg
Animation,Hollywood,Batman vs Teenage Mutant Ninja Turtles,2019,BluRay,"Batman, Batgirl and Robin forge an alliance with The Teenage Mutant Ninja Turtles to fight against the Turtles' sworn enemy, The Shredder, who has teamed up with Ra's Al Ghul and The League Of Assassins. ...<more>",https://fzmovies.net/movie-Batman%20vs%20Teenage%20Mutant%20Ninja%20Turtles--hmp4.htm,https://fzmovies.net/imdb_images/Batman.vs.Teenage.Mutant.Ninja.Turtles.2019.jpg
Crime,Hollywood,The Saint 2017,2017,HDRip,"International master thief, Simon Templar, also known as The Saint, is asked by a desperate rich man to find his kidnapped daughter. However, in addition to evading the authorities, Simon must face a dangerous adversary from his past....<more>",https://fzmovies.net/movie-The%20Saint%202017--hmp4.htm,https://fzmovies.net/imdb_images/The.Saint.2017.jpg
Biography,Hollywood,Soul Surfer,2011,BluRay,Teenage surfer Bethany Hamilton overcomes the odds and her own fears of returning to the water after losing her left arm in a shark attack.,https://fzmovies.net/movie-Soul%20Surfer--hmp4.htm,https://fzmovies.net/imdb_images/Soul.Surfer.2011.jpg
Family,Hollywood,Shrek,2001,BluRay,"When a green ogre called Shrek discovers his swamp has been 'swamped' with all sorts of fairytale creatures by the scheming Lord Farquaad, Shrek sets out, with a very loud donkey by his side, to 'persuade' Farquaad to give his swamp back. Instead, a deal is made. Farquaad, who wants to become the King, sends Shrek to rescue Princess Fiona, who is waiting for her one true love. But once they head back with Fiona, it starts to become apparent that not only does Shrek like Fiona, but Fiona is keeping something secret. ...<more>",https://fzmovies.net/movie-Shrek--hmp4.htm,https://fzmovies.net/imdb_images/Shrek.jpg
Crime,Hollywood,Only God Forgives,2013,BluRay,"Bangkok. Ten years ago Julian killed a man and went on the run. Now he manages a Thai boxing club as a front for a drugs operation. Respected in the criminal underworld, deep inside, he feels empty. When Julian's brother murders an underage prostitute, the police call on retired cop Chang - the Angel of Vengeance. Chang allows the father to kill his daughter's murderer, then 'restores order' by chopping off the man's right hand. Julian's mother Jenna - the head of a powerful criminal organization - arrives in Bangkok to collect her son's body. She dispatches Julian to find his killers and 'raise hell'. ...<more>",https://fzmovies.net/movie-Only%20God%20Forgives--hmp4.htm,https://fzmovies.net/imdb_images/Only%20God%20Forgives.jpg
Comedy,Hollywood,Kung Fu Panda 4,2024,BluRay,"After Po is tapped to become the Spiritual Leader of the Valley of Peace, he needs to find and train a new Dragon Warrior, while a wicked sorceress plans to re-summon all the master villains whom Po has vanquished to the spirit re...Tags : kung fu | sequel...<more>",https://fzmovies.net/movie-Kung%20Fu%20Panda%204--hmp4.htm,https://fzmovies.net/imdb_images/Kung.Fu.Panda.4.2024.jpg
Comedy,Hollywood,Men In Black 3,2012,BluRay,"Agent J travels in time to MIB's early years in the 1960s, to stop an alien from assassinating his friend Agent K and changing history.",https://fzmovies.net/movie-Men%20In%20Black%203--hmp4.htm,https://fzmovies.net/imdb_images/Men%20In%20Black%203.jpg
Crime,Hollywood,The Bone Collector,1999,BluRay,A quadriplegic ex-homicide detective and his female partner try to track down a serial killer who is terrorizing New York City.,https://fzmovies.net/movie-The%20Bone%20Collector%20--hmp4.htm,https://fzmovies.net/imdb_images/The.Bone.Collectors.1999.jpg
Action,Hollywood,American Hero,2015,BluRay,"Melvin, a reluctant Superhero, lives only for crime, women and drugs - until he realises that the only way he will ever get to see his estranged son is to go straight and fulfil his potential as a crime fighter....<more>",https://fzmovies.net/movie-American%20Hero--hmp4.htm,https://fzmovies.net/imdb_images/American.Hero.2015.jpg
Romance,Hollywood,The Notebook,2004,BluRay,"The movie focuses on an old man reading a story to an old woman in a nursing home. The story he reads follows two young lovers named Allie Hamilton and Noah Calhoun, who meet one evening at a carnival. But they are separated by Allie's parents who dissaprove of Noah's unwealthy family, and move Allie away. After waiting for Noah to write her for several years, Allie meets and gets engaged to a handsome young soldier named Lon. Allie, then, with her love for Noah still alive, stops by Noah's 200-year-old home that he restored for her, ""to see if he's okay"". It is evident that they still have feelings for each other, and Allie has to choose between her fianc� and her first love. ...<more>",https://fzmovies.net/movie-The%20Notebook--hmp4.htm,https://fzmovies.net/imdb_images/The%20Notebook.jpg
Biography,Hollywood,Cadillac Records 2008,2008,BluRay,Chronicles the rise of Chess Records and its recording artists.,https://fzmovies.net/movie-Cadillac%20Records%202008--hmp4.htm,https://fzmovies.net/imdb_images/Cadillac.Records.2008.jpg
Animation,Hollywood,Mulan II,2004,BluRay,"While preparing for their wedding, Shang and Mulan are suddenly sent off on a secret mission. Mushu starts to meddle, and a surprise attack by Mongolians doesn't help either. ...<more>",https://fzmovies.net/movie-Mulan%20II--hmp4.htm,https://fzmovies.net/imdb_images/Mulan.2.2004.jpg
Romance,Hollywood,The Vow,2012,BluRay,"Leo and Paige are a couple who just got married. After an accident, Paige is left unconscious, and when she awakes she doesn't remember Leo. Her parents, whom she hasn't since she and Leo got together, come and visit her. She can't believe that she hasn't seen them for such a long time. Leo wants to bring her home with him but her parents want her to go with them. She goes with Leo but when she doesn't recognize anything, she goes to her parents. And she wonders why did she cut off contact with her family. She also runs into her ex and wonders why they broke up. Leo tries to win her back by courting her again. ...<more>",https://fzmovies.net/movie-The%20Vow--hmp4.htm,https://fzmovies.net/imdb_images/The%20Vow.jpg
Comedy,Hollywood,Luca,2021,BluRay,"A young boy experiences an unforgettable seaside summer on the Italian Riviera filled with gelato, pasta and endless scooter rides. Luca shares these adventures with his newfound best friend, but all the fun is threatened by a deeply-held secret: he is a sea monster from another world just below…Tags : disney...<more>",https://fzmovies.net/movie-Luca--hmp4.htm,https://fzmovies.net/imdb_images/Luca.2021.jpg
Comedy,Hollywood,Bullet Train,2022,BluRay,Five assassins aboard a fast moving bullet train find out their missions have something in common.Tags : train | assassin | revenge | japan...<more>,https://fzmovies.net/movie-Bullet%20Train--hmp4.htm,https://fzmovies.net/imdb_images/Bullet.Train.2022.jpg
Animation,Hollywood,Tangled Before Ever After,2017,WEB-DL,"As Rapunzel prepares for her coronation as Princess of Corona, one unforgettable night will change her hair again!",https://fzmovies.net/movie-Tangled%20Before%20Ever%20After--hmp4.htm,https://fzmovies.net/imdb_images/Tangled.Before.Ever.After.2017.jpg
