genre,category,title,year,distribution,description,url,cover_photo
Biography,Hollywood,Once Upon a Time in China II,1992,BluRay,"Arriving by train in Guangzhou, 1895, the trio fight off White Lotus followers, who want to kill all foreigners and the cute, European dressed 13th Aunt. It's not kung fu master Dr. Wong's (Jet Li) last fight.Tags : tough guy...<more>",https://fzmovies.net/movie-Once%20Upon%20a%20Time%20in%20China%20II--hmp4.htm,https://fzmovies.net/imdb_images/Once.Upon.a.Time.in.China.II.1992.jpg
Drama,Hollywood,Gladiator,2000,BluRay,"Maximus is a powerful Roman general, loved by the people and the aging Emperor, Marcus Aurelius. Before his death, the Emperor chooses Maximus to be his heir over his own son, Commodus, and a power struggle leaves Maximus and his family condemned to death. The powerful general is unable to save his family, and his loss of will allows him to get captured and put into the Gladiator games until he dies. The only desire that fuels him now is the chance to rise to the top so that he will be able to look into the eyes of the man who will feel his revenge. ...<more>",https://fzmovies.net/movie-Gladiator--hmp4.htm,https://fzmovies.net/imdb_images/Gladiator.jpg
Adventure,Hollywood,Transformers The Last Knight 2017,2017,BluRay,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth. ...<more>",https://fzmovies.net/movie-Transformers%20The%20Last%20Knight%202017--hmp4.htm,https://fzmovies.net/imdb_images/Transformers.The.Last.Knight.2017.jpg
Crime,Hollywood,Tracers,2015,BluRay,"Wanted by the Chinese mafia, a New York City bike messenger escapes into the world of parkour after meeting a beautiful stranger.",https://fzmovies.net/movie-Tracers--hmp4.htm,https://fzmovies.net/imdb_images/Tracers.2015.jpg
Adventure,Hollywood,Jurassic World,2015,BluRay,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond. After 10 years of operation and visitor rates declining, in order to fulfill a corporate mandate, a new attraction is created to re-spark visitor's interest, which backfires horribly....<more>",https://fzmovies.net/movie-Jurassic%20World--hmp4.htm,https://fzmovies.net/imdb_images/Jurassic.World.2015.jpg
Crime,Hollywood,Donnie Brasco,1997,BluRay,"This true story follows FBI agent Joe Pistone as he infiltrates the mafia of New York. Befriending Lefty Ruggiero, Pistone (under the name Donnie Brasco) is able to embed himself in a mafia faction lead by Sonny Black. Ruggiero and Pistone become tight as the group goes about collecting money for 'the bosses'. Eventually, the group become big time when Black himself becomes a boss, all the while Pistone collects evidence. However, the trials and tribulations of the undercover work become more than Pistone can bear. His marriage falls apart and to top it off, the mafia suspect a mole in the organization. The real dilemma is afforded to Pistone, who knows if he walks away from the mafia, Ruggiero will be the one punished. ...<more>",https://fzmovies.net/movie-Donnie%20Brasco--hmp4.htm,https://fzmovies.net/imdb_images/Donnie%20Brasco.jpg
Action,Hollywood,Black Panther Wakanda Forever,2022,BluRay,The people of Wakanda fight to protect their home from intervening world powers as they mourn the death of King T'Challa.Tags : sequel | second part | superhero | marvel comics...<more>,https://fzmovies.net/movie-Black%20Panther%20Wakanda%20Forever--hmp4.htm,https://fzmovies.net/imdb_images/Black.Panther.Wakanda.Forever.2022.jpg
Drama,Hollywood,Lone Survivor,2013,BluRay,"Based on the failed June 28, 2005 mission ""Operation Red Wings"". Four members of SEAL Team 10 were tasked with the mission to capture or kill notorious Taliban leader Ahmad Shahd....<more>",https://fzmovies.net/movie-Lone%20Survivor%20--hmp4.htm,https://fzmovies.net/imdb_images/Lone%20Survivor%20.jpg
Romance,Hollywood,Army of Thieves,2021,WEB-DL,"A prequel, set before the events of Army of the Dead, which focuses on German safecracker Ludwig Dieter leading a group of aspiring thieves on a top secret heist during the early stages of the zombie apocalypse.Tags : zombie...<more>",https://fzmovies.net/movie-Army%20of%20Thieves--hmp4.htm,https://fzmovies.net/imdb_images/Army.of.Thieves.2021.jpg
Adventure,Hollywood,Spider Man Into the Spider Verse,2018,BluRay,"Miles Morales comes across the long-dead Peter Parker. This Peter Parker is not from his world though; he's from somewhere else in the multiverse. With Parker's guidance, Miles will become Spider-Man: and through that he will become part of the ever-expanding 'Spider-Verse'. Written by Johnny...<more>",https://fzmovies.net/movie-Spider%20Man%20Into%20the%20Spider%20Verse%20--hmp4.htm,https://fzmovies.net/imdb_images/Spider.Man.Into.The.Spider.Versee.2018.jpg
Comedy,Hollywood,Mr and Mrs Smith,2004,BluRay,"John and Jane Smith are a normal married couple, living a normal life in a normal suburb, working normal jobs...well, if you can call secretly being assassins ""normal"". But neither Jane nor John knows about their spouse's secret, until they are surprised to find each other as targets! But on their quest to kill each other, they learn a lot more about each other than they ever did in five (or six) years of marriage. ...<more>",https://fzmovies.net/movie-Mr%20and%20Mrs%20Smith--hmp4.htm,https://fzmovies.net/imdb_images/Mr%20and%20Mrs%20Smith.jpg
Animation,Hollywood,Tom and Jerry Willy Wonka and the Chocolate Factory,2017,HDRip,The classic Roald Dahl tale gets a modern twist when Tom and Jerry enter the amazing world of Willy Wonka's Chocolate Factory.,https://fzmovies.net/movie-Tom%20and%20Jerry%20Willy%20Wonka%20and%20the%20Chocolate%20Factory--hmp4.htm,https://fzmovies.net/imdb_images/Tom.And.Jerry.Willy.Wonka.2017.jpg
Drama,Hollywood,Contagion,2011,BluRay,"Soon after her return from a business trip to Hong Kong, Beth Emhoff dies from what is a flu or some other type of infection. Her young son dies later the same day. Her husband Mitch however seems immune. Thus begins the spread of a deadly infection. For doctors and administrators at the U.S. Centers for Disease Control, several days pass before anyone realizes the extent or gravity of this new infection. They must first identify the type of virus in question and then find a means of combating it, a process that will likely take several months. As the contagion spreads to millions of people worldwide, societal order begins to break down as people panic....<more>",https://fzmovies.net/movie-Contagion--hmp4.htm,https://fzmovies.net/imdb_images/Contagion.jpg
Horror,Hollywood,Countdown 2019,2019,BluRay,"When a nurse downloads an app that claims to predict the moment a person will die, it tells her she only has three days to live. With the clock ticking and a figure haunting her, she must find a way to save her life before time runs out. Tags : slasher...<more>",https://fzmovies.net/movie-Countdown%202019--hmp4.htm,https://fzmovies.net/imdb_images/Countdown.2019.jpg
Animation,Hollywood,The Mitchells vs the Machines,2021,BluRay,"An animated action-comedy about an ordinary family who find themselves in the middle of their biggest family challenge yet...saving the world from the robot apocalypse. No big deal, right? It all starts when creative outsider Katie Mitchell is accepted into the film school of her dreams and is…...<more>",https://fzmovies.net/movie-The%20Mitchells%20vs%20the%20Machines--hmp4.htm,https://fzmovies.net/imdb_images/The.Mitchells.vs.The.Machines.2021.jpg
Horror,Hollywood,Prometheus,2012,BluRay,"A team of scientists journey through the universe on the spaceship ""Prometheus"" on a voyage to investigate Alien life forms. The team of scientists becomes stranded on an Alien world, and as they struggle to survive it becomes clear that the horrors they experience are not just a threat to themselves, but to all of mankind. ...<more>",https://fzmovies.net/movie-Prometheus--hmp4.htm,https://fzmovies.net/imdb_images/Prometheus.jpg
Horror,Hollywood,Army of Thieves,2021,WEB-DL,"A prequel, set before the events of Army of the Dead, which focuses on German safecracker Ludwig Dieter leading a group of aspiring thieves on a top secret heist during the early stages of the zombie apocalypse.Tags : zombie...<more>",https://fzmovies.net/movie-Army%20of%20Thieves--hmp4.htm,https://fzmovies.net/imdb_images/Army.of.Thieves.2021.jpg
Drama,Hollywood,Colombiana,2011,BluRay,"A young woman, after witnessing her parents' murder as a child in Bogota, grows up to be a stone-cold assassin.",https://fzmovies.net/movie-Colombiana--hmp4.htm,https://fzmovies.net/imdb_images/Colombiana.jpg
Horror,Hollywood,Resident Evil - Damnation,2012,BluRay,"United States Special Agent Leon S. Kennedy sneaks into a small Eastern European country to verify rumors that Bio Organic Weapons (B.O.W.s) are being used in war. Right after his infiltration, the U.S. government orders him to leave immediately. Determined to uncover the truth, Leon ignores the order and enters the battlefield to end the chain of tragedies caused by the B.O.W.s. ...<more>",https://fzmovies.net/movie-Resident%20Evil%20-%20Damnation--hmp4.htm,https://fzmovies.net/imdb_images/Resident%20Evil%20-%20Damnation.jpg
Family,Hollywood,The Jungle Book,2016,BluRay,"The man-cub Mowgli flees the jungle after a threat from the tiger Shere Khan. Guided by Bagheera the panther and the bear Baloo, Mowgli embarks on a journey of self-discovery, though he also meets creatures who don't have his best interests at heart....<more>",https://fzmovies.net/movie-The%20Jungle%20Book%20--hmp4.htm,https://fzmovies.net/imdb_images/The.Jungle.Book.2016.jpg
Comedy,Hollywood,Fantasy Island,2020,BluRay,"The enigmatic Mr. Roarke makes the secret dreams of his lucky guests come true at a luxurious but remote tropical resort. But when the fantasies turn into nightmares, the guests have to solve the island's mystery in order to escape with their lives.Tags : torture...<more>",https://fzmovies.net/movie-Fantasy%20Island--hmp4.htm,https://fzmovies.net/imdb_images/Fantasy.Island.2020.jpg
Crime,Hollywood,Get the Gringo,2012,BluRay,"Apprehended by the Mexican authorities, Driver is sent to a hardcore prison where he enters the strange and dangerous world of 'El Pueblito'. Not an easy place for an outsider, unless it's with the help of someone who knows the ropes - a 10-year-old kid. ...<more>",https://fzmovies.net/movie-Get%20the%20Gringo--hmp4.htm,https://fzmovies.net/imdb_images/Get%20the%20Gringo.jpg
Animation,Hollywood,The Prince of Egypt,1997,BluRay,"This is the extraordinary tale of two brothers named Moses and Ramses, one born of royal blood, and one an orphan with a secret past. Growing up the best of friends, they share a strong bond of free-spirited youth and good-natured rivalry. But the truth will ultimately set them at odds, as one becomes the ruler of the most powerful empire on earth, and the other the chosen leader of his people! Their final confrontation will forever change their lives and the world. ...<more>",https://fzmovies.net/movie-The%20Prince%20of%20Egypt--hmp4.htm,https://fzmovies.net/imdb_images/The%20Prince%20of%20Egypt.jpg
Crime,Hollywood,Night Teeth,2021,WEB-DL,"A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions - and their dangerous, shadowy underworld - he must fight to stay Tags : fight | woman...<more>",https://fzmovies.net/movie-Night%20Teeth--hmp4.htm,https://fzmovies.net/imdb_images/Night.Teeth.2021.jpg
Animation,Hollywood,The Addams Family 2,2021,BluRay,"The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters. Sequel to the 2019 animated film, 'The Addams Family'.Tags : sequel | second part | cgi animation | family relationships...<more>",https://fzmovies.net/movie-The%20Addams%20Family%202--hmp4.htm,https://fzmovies.net/imdb_images/The.Addams.Family.2.2021.jpg
Biography,Hollywood,Invincible,2006,BluRay,"In the sumer of 1976, 30-year old Vince Papale is having a tough run of luck. He's been working as a supply teacher for two days a week but has just found out that his job has been eliminated because of budget cuts. His wife gives up on him saying he'll never amount to anything and asks for a divorce. He works as a bartender and plays football with his friends. When the the new coach of the Philadelphia Eagles, Dick Vermeil, announces that he will hold open tryouts for the team, Vince reluctantly decides to give a try. In an almost unheard of feat, he manages to make the team and enjoyed a three year career as a professional football player. Based on a true story. ...<more>",https://fzmovies.net/movie-Invincible--hmp4.htm,https://fzmovies.net/imdb_images/Invincible.jpg
Romance,Hollywood,The Kissing Booth 3,2021,WEB-DL,"It's the summer before Elle Evans is set to head off to college, and she has a big decision to make.Tags : third part | sequel...<more>",https://fzmovies.net/movie-The%20Kissing%20Booth%203--hmp4.htm,https://fzmovies.net/imdb_images/The.Kissing.Booth.3.2021.jpg
Crime,Hollywood,Batman The Long Halloween Part Two,2021,WEB-DL,The killer known as Holiday continues to stalk the Falcone crime family while a new class of costumed criminal rises in Gotham City. Batman suspects that a former ally might be the serial killer.Tags : dc comics | halloween...<more>,https://fzmovies.net/movie-Batman%20The%20Long%20Halloween%20Part%20Two--hmp4.htm,https://fzmovies.net/imdb_images/Batman.The.Long.Halloween.Part.2.2021.jpg
Action,Hollywood,Warriors of the Rainbow  Seediq Bale,2011,BRRip,"During the Japanese rule of Taiwan, the Seediq were forced to lose their own culture and give up their faith. Men were subject to harsh labor and kept from traditional hunting; whereas women had to serve the Japanese policemen and their families by doing the household work and giving up their traditional weaving work. Above all, they were forbidden to tattoo their faces. And these tattoos were seen as the Seediq's traditional belief to transform themselves into Seediq Bale (""true humans""). Mona Rudao, the protagonist, witnessed the repression by the Japanese over a period of 30 years. Sometime between autumn and winter 1930, when the slave labor is at its harshest, a young Seediq couple are married and a joyful party is thrown. At the same time, a newly appointed Japanese policeman goes on his inspection tour to this tribe. Mona Rudao's first son, Tado Mona, offers wine to the policeman with gusto, but is in return beaten up because his hands were considered not clean enough. With anger, Tado Mona and his brother Baso Mona attack the policeman. And from that day onward, their tribe is living in the shadow of being the object of revenge by the Japanese. In a few days, a group of youth surround Mona Rudao. They strongly request him to lead the retaliation against the Japanese. Mona Rudao struggles for a long time between extending his fellow's lives and fighting back for dignity, until he sees these youngster's faces - clear without Seediq's tattoos - that he made up his mind. He tells the youngsters, ""Japanese troops out-number the stones in Dakusui River, more intensive than the leaves in the forest, but my determination fighting them is ever stronger than Mt. Kire."" ""Children! On the tip of the Rainbow Bridge led to home of our ancestor's spirits, there is another beautiful hunting range. Our ancestors are all there! Remember, only brave spirits can enter this place, and we can never lose it. My fellows, let us hunt the heads of our enemies, and we wash our spirits with blood so that we walk the Rainbow Bridge to be always with our ancestors."" The film Seediq Bale depicts the Wushe Incident, which occurred in central Taiwan during the Japanese rule. When the Seediq Bale, believing in the Rainbow, and the Japanese, believing in the Sun, met one another, they fought. The leader of Seediq Bale, Mona Rudao, led 300 warriors fighting against 3000 Japanese troopers. The only thing they forgot was whether it was the Rainbow or the Sun they believed in; they actually believed in the same sky. ...<more>",https://fzmovies.net/movie-Warriors%20of%20the%20Rainbow%20%20Seediq%20Bale--hmp4.htm,https://fzmovies.net/imdb_images/Warriors%20of%20the%20Rainbow%20%20Seediq%20Bale.jpg
Comedy,Hollywood,Focus,2015,BluRay,"In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop....<more>",https://fzmovies.net/movie-Focus--hmp4.htm,https://fzmovies.net/imdb_images/Focus.2015.jpg
Adventure,Hollywood,Pokemon Detective Pikachu,2019,BluRay,"The story begins when ace detective Harry Goodman goes mysteriously missing, prompting his 21-year-old son Tim to find out what happened. Aiding in the investigation is Harry's former Pokémon partner, Detective Pikachu: a hilariously wise-cracking, adorable super-sleuth who is a puzzlement even to…...<more>",https://fzmovies.net/movie-Pokemon%20Detective%20Pikachu--hmp4.htm,https://fzmovies.net/imdb_images/Detective.Pikachu.2019.jpg
Action,Hollywood,Shang Chi and the Legend of the Ten Rings,2021,BluRay,"Shang-Chi, the master of unarmed weaponry-based Kung Fu, is forced to confront his past after being drawn into the Ten Rings organization.Tags : superhero | marvel comics | based on comic | martial arts | dragon...<more>",https://fzmovies.net/movie-Shang%20Chi%20and%20the%20Legend%20of%20the%20Ten%20Rings--hmp4.htm,https://fzmovies.net/imdb_images/Shang.Chi.and.the.Legend.of.the.Ten.Rings.2021.jpg
Drama,Hollywood,Hacksaw Ridge,2016,BluRay,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to win the Medal of Honor without firing a shot....<more>",https://fzmovies.net/movie-Hacksaw%20Ridge--hmp4.htm,https://fzmovies.net/imdb_images/Hacksaw_Ridge_(2016).jpg
Comedy,Hollywood,American Pie 1,1999,BluRay,Four teenage boys enter a pact to lose their virginity by prom night.,https://fzmovies.net/movie-American%20Pie%201--hmp4.htm,https://fzmovies.net/imdb_images/American%20Pie%201.jpg
Action,Hollywood,No Way Up,2024,BluRay,Characters from different backgrounds are thrown together when the plane they're travelling on crashes into the Pacific Ocean. A nightmare fight for survival ensues with the air supply running out and dangers creeping in from all ...Tags : airplane crash...<more>,https://fzmovies.net/movie-No%20Way%20Up--hmp4.htm,https://fzmovies.net/imdb_images/No.Way.Up.2024.jpg
Horror,Hollywood,Upgrade,2018,BluRay,"Set in the near-future, technology controls nearly all aspects of life. But when Grey, a self-identified technophobe, has his world turned upside down, his only hope for revenge is an experimental computer chip implant called Stem.Tags : dystopia | revenge | violence...<more>",https://fzmovies.net/movie-Upgrade--hmp4.htm,https://fzmovies.net/imdb_images/Upgrade.2018.jpg
Family,Hollywood,Dora and the Lost City of Gold,2019,BluRay,"Having spent most of her life exploring the jungle with her parents, nothing could prepare Dora for her most dangerous adventure ever: high school. Always the explorer, Dora quickly finds herself leading Boots, Diego, a mysterious jungle inhabitant, and a ragtag group of teens on a live-action…Tags : friend...<more>",https://fzmovies.net/movie-Dora%20and%20the%20Lost%20City%20of%20Gold%20--hmp4.htm,https://fzmovies.net/imdb_images/Dora.and.the.Lost.City.of.Gold.2019.jpg
Animation,Hollywood,Clifford the Big Red Dog,2021,BluRay,A young girl's love for a tiny puppy named Clifford makes the dog grow to an enormous size.Tags : talking animal | little girl...<more>,https://fzmovies.net/movie-Clifford%20the%20Big%20Red%20Dog--hmp4.htm,https://fzmovies.net/imdb_images/Clifford.the.Big.Red.Dog.2021.jpg
Adventure,Hollywood,Rise of the Guardians,2011,BluRay,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world. ...<more>",https://fzmovies.net/movie-Rise%20of%20the%20Guardians--hmp4.htm,https://fzmovies.net/imdb_images/Rise%20of%20the%20Guardians.jpg
Crime,Hollywood,Empire State,2013,BluRay,Two childhood friends plan to rob an armored car depository. An NYPD officer stands in their way.,https://fzmovies.net/movie-Empire%20State--hmp4.htm,https://fzmovies.net/imdb_images/Empire.State.2013.jpg
Adventure,Hollywood,Green Lantern,2011,BluRay,"A cocky test pilot, Hal Jordan ('Ryan Reynolds' ), acquires superhuman powers when he is chosen by ""the Ring"", the willpower-fed source of power, of the Green Lantern Intergalactic Corps. He, reluctantly at first, takes on the challenges these superheroes face. Putting his self-doubts aside, and spurred on by his sense of duty and love for his beautiful, intellectually equal, colleague, Carol Ferris (Blake Lively), he is soon called to defend mankind from Parallax, a super-powerful being who feeds on fear. He is the universe's last chance, as many Lanterns have been killed and the Corps is weakened. And he might just be the right Lantern for the job of keeping the world safe from harm. Based on the characters of DC Comics series ""Green Lantern"". ...<more>",https://fzmovies.net/movie-Green%20Lantern--hmp4.htm,https://fzmovies.net/imdb_images/Green%20Lantern.jpg
Comedy,Hollywood,The Kissing Booth,2018,WEB-DL,A high school student is forced to confront her secret crush at a kissing booth.,https://fzmovies.net/movie-The%20Kissing%20Booth--hmp4.htm,https://fzmovies.net/imdb_images/The.Kissing.Booth.2018.jpg
Horror,Hollywood,Final Destination 3,2006,BluRay,"When Wendy Christensen has a vision of an accident on the roller coaster, resulting in her and her friends' deaths, she instantly begins to panic, causing more of her friends to be left of the ride. The remaining friends, including Wendy's boyfriend, are stuck on the roller coaster and find themselves involved in the accident. With death waiting around the corner, Wendy and Kevin Fischer must try and work out death's plan, before they and the remaining survivors end up dead. ...<more>",https://fzmovies.net/movie-Final%20Destination%203--hmp4.htm,https://fzmovies.net/imdb_images/Final%20Destination%203.jpg
Crime,Hollywood,I Care a Lot,2021,BluRay,"Poised with sharklike self-assurance, Marla Grayson is a professional, court-appointed guardian for dozens of elderly wards whose assets she seizes and cunningly bilks through dubious but legal means. It's a well-oiled racket that Marla and her business-partner and lover, Fran, use with brutal…...<more>",https://fzmovies.net/movie-I%20Care%20a%20Lot--hmp4.htm,https://fzmovies.net/imdb_images/I.Care.a.Lot.2020.jpg
Crime,Hollywood,Capone,2020,BluRay,"The 47-year old Al Capone, after 10 years in prison, starts suffering from dementia and comes to be haunted by his violent past. Tags : gangster...<more>",https://fzmovies.net/movie-Capone--hmp4.htm,https://fzmovies.net/imdb_images/Capone.2020.jpg
Biography,Hollywood,Im Not Ashamed 2016,2016,BluRay,Based on the inspiring and powerful true story and journal entries of Rachel Joy Scott - the first student killed in the Columbine high school shooting in 1999. ...<more>,https://fzmovies.net/movie-Im%20Not%20Ashamed%202016--hmp4.htm,https://fzmovies.net/imdb_images/Im.Not.Ashamed.2016.jpg
Action,Hollywood,Bad Boys for Life,2020,BluRay,"Marcus and Mike have to confront new issues (career changes and midlife crises), as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.Tags : detective...<more>",https://fzmovies.net/movie-Bad%20Boys%20for%20Life--hmp4.htm,https://fzmovies.net/imdb_images/Bad.Boys.for.Life.2020.jpg
Crime,Hollywood,Queenpins,2021,BluRay,A pair of housewives create a $40 million coupon scam.,https://fzmovies.net/movie-Queenpins--hmp4.htm,https://fzmovies.net/imdb_images/Queenpins.2021.jpg
Comedy,Hollywood,Ralph Breaks the Internet,2018,BluRay,"Taking place six years after saving the arcade from Turbo's vengeance, the Sugar Rush arcade cabinet has broken, forcing Ralph and Vanellope to travel to the Internet via the newly-installed Wi-Fi router in Litwak's Arcade to retrieve the piece capable of saving the game. Written by Lucas QuaresmaTags : rabbit...<more>",https://fzmovies.net/movie-Ralph%20Breaks%20the%20Internet--hmp4.htm,https://fzmovies.net/imdb_images/Ralph.Breaks.the.Internet.2018.jpg
Action,Hollywood,Avengers - Age of Ultron,2015,BluRay,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and it is up to the Avengers to stop the villainous Ultron from enacting his terrible plans....<more>",https://fzmovies.net/movie-Avengers%20-%20Age%20of%20Ultron--hmp4.htm,https://fzmovies.net/imdb_images/Avenger.Age.of.Ultron.2015.jpg
Family,Hollywood,Toy Story 4,2019,BluRay,"Woody, Buzz Lightyear and the rest of the gang embark on a road trip with Bonnie and a new toy named Forky. The adventurous journey turns into an unexpected reunion as Woody's slight detour leads him to his long-lost friend Bo Peep. As Woody and Bo discuss the old days, they soon start to realize…Tags : sequel...<more>",https://fzmovies.net/movie-Toy%20Story%204--hmp4.htm,https://fzmovies.net/imdb_images/Toy.Story.4.2019.jpg
Biography,Hollywood,The Infiltrator,2016,BluRay,A U.S. Customs official uncovers a money laundering scheme involving Colombian drug lord Pablo Escobar.,https://fzmovies.net/movie-The%20Infiltrator--hmp4.htm,https://fzmovies.net/imdb_images/The.Infiltrator.2016.jpg
Horror,Hollywood,I Spit on Your Grave 2010,2010,BluRay,"A writer who is brutalized during her cabin retreat seeks revenge on her attackers, who left her for dead.",https://fzmovies.net/movie-I%20Spit%20on%20Your%20Grave%202010--hmp4.htm,https://fzmovies.net/imdb_images/I.Spit.On.Your.Grave.2010.jpg
Comedy,Hollywood,Love Dont Cost A Thing,2003,HDRip,"Highschool loser (Cannon) pays a cheerleader (Milian) to pose as his girlfriend so he can be considered cool. Remake of 1987' Can't Buy Me Love, starring Patrick Dempsey....<more>",https://fzmovies.net/movie-Love%20Dont%20Cost%20A%20Thing--hmp4.htm,https://fzmovies.net/imdb_images/Love%20Dont%20Cost%20A%20Thing.jpg
Adventure,Hollywood,The Expendables 2,2012,BluRay,"The Expendables are reunited when Mr. Church enlists them to take on a seemingly simple job. When things go wrong, the Expendables are compelled to seek revenge in hostile territory, where the odds are stacked against them. Hell-bent on payback, the crew cuts a swath of destruction through opposing forces, wreaking havoc and shutting down an unexpected threat in the nick of time - five tons of weapons-grade plutonium, more than enough to change the balance of power in the world. But that's nothing compared to the justice they serve against the villainous adversary they seek revenge from. ...<more>",https://fzmovies.net/movie-The%20Expendables%202--hmp4.htm,https://fzmovies.net/imdb_images/The%20Expendables%202.jpg
Horror,Hollywood,Day Shift,2022,WEB-DL,"A hard-working, blue-collar dad who just wants to provide a good life for his quick-witted 8-year-old daughter. His mundane San Fernando Valley pool cleaning job is a front for his real source of income: hunting and killing vampires.Tags : father | vampire | gun...<more>",https://fzmovies.net/movie-Day%20Shift--hmp4.htm,https://fzmovies.net/imdb_images/Day.Shift.2022.jpg
Adventure,Hollywood,The Incredibles,2004,BluRay,"Mr. Incredible (A.K.A. Bob Parr), and his wife Helen (A.K.A. Elastigirl), are the world's greatest famous crime-fighting superheroes in Metroville. Always saving lives and battling evil on a daily basis. But fifteen years later, they have been forced to adopt civilian identities and retreat to the suburbs where they have no choice but to retire of being a superhero and force to live a ""normal life"" with their three children Violet, Dash and Jack-Jack (who were secretly born with superpowers). Itching to get back into action, Bob gets his chance when a mysterious communication summons him to a remote island for a top secret assignment. He soon discovers that it will take a super family effort to rescue the world from total destruction. ...<more>",https://fzmovies.net/movie-The%20Incredibles--hmp4.htm,https://fzmovies.net/imdb_images/The%20Incredibles%20in%20English.jpg
Biography,Hollywood,The Favourite,2018,BluRay,"Early 18th century. England is at war with the French. Nevertheless, duck racing and pineapple eating are thriving. A frail Queen Anne (Olivia Colman) occupies the throne and her close friend Lady Sarah (Rachel Weisz) governs the country in her stead while tending to Anne's ill health and mercurial…...<more>",https://fzmovies.net/movie-The%20Favourite--hmp4.htm,https://fzmovies.net/imdb_images/The.Favourite.2019.jpg
Biography,Hollywood,The 33,2015,BluRay,"Based on the real-life event, when a gold and copper mine collapses, it traps 33 miners underground for 69 days.",https://fzmovies.net/movie-The%2033--hmp4.htm,https://fzmovies.net/imdb_images/The.33.2015.jpg
Adventure,Hollywood,Moana 2016,2016,BluRay,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the Demigod to set things right. ...<more>",https://fzmovies.net/movie-Moana%202016--hmp4.htm,https://fzmovies.net/imdb_images/Moana.2016.jpg
Romance,Hollywood,Passengers 2016,2016,BluRay,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early...<more>",https://fzmovies.net/movie-Passengers%202016--hmp4.htm,https://fzmovies.net/imdb_images/Passengers.2016.jpg
Animation,Hollywood,Superman vs. The Elite,2012,BluRay,The Man of Steel finds himself outshone by a new team of ruthless superheroes who hold his idealism in contempt.,https://fzmovies.net/movie-Superman%20vs.%20The%20Elite--hmp4.htm,https://fzmovies.net/imdb_images/Superman%20vs.%20The%20Elite.jpg
Adventure,Hollywood,Captain America Civil War,2016,BluRay,Political interference in the Avengers' activities causes a rift between former allies Captain America and Iron Man.,https://fzmovies.net/movie-Captain%20America%20Civil%20War--hmp4.htm,https://fzmovies.net/imdb_images/Captain.America.Civil.War.2016.jpg
Comedy,Hollywood,Dolittle,2020,BluRay,A physician discovers that he can talk to animals. Tags : ship...<more>,https://fzmovies.net/movie-Dolittle--hmp4.htm,https://fzmovies.net/imdb_images/Dolittle.2020.jpg
Romance,Hollywood,No Strings Attached,2010,BluRay,"Occasionally in the 15 years since summer camp, Adam and Emma cross paths. When he discovers that an ex-girlfriend is living with his dad, he gets drunk, calls every woman in his cell phone contact list, and ends up passed out naked in her living room. By this time, she's a medical resident in L.A. and he's a gopher on a ""Glee""-like TV series, hoping to be a writer. She guards her emotions (calling her father's funeral ""a thing""), so after a quick shag in the moments she has before leaving for the hospital, she asks if he wants a no-strings-attached, sex-only relationship, without romance or complications. A prescription for fun or for disaster? ...<more>",https://fzmovies.net/movie-No%20Strings%20Attached--hmp4.htm,https://fzmovies.net/imdb_images/No%20Strings%20Attached.jpg
Drama,Hollywood,Honest Thief,2020,BluRay,"They call him the In-and-Out-Bandit because meticulous thief Tom Carter (Liam Neeson) has stolen $9 million from small-town banks while managing to keep his identity a secret. But after he falls in love with the bubbly Annie (Kate Walsh), Tom decides to make a fresh start by coming clean about his…Tags : love | dog...<more>",https://fzmovies.net/movie-Honest%20Thief--hmp4.htm,https://fzmovies.net/imdb_images/Honest.Thief.2020.jpg
Crime,Hollywood,John Q,2002,BluRay,John Quincy Archibald takes a hospital emergency room hostage when his insurance won't cover his son's heart transplant.,https://fzmovies.net/movie-John%20Q--hmp4.htm,https://fzmovies.net/imdb_images/John.Q.2002.jpg
